NAME,TYPE,LENGTH,LABEL
CDF00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Female, EOC English II Rate"
CDF00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Female, EOC US History Rate"
CNS00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Former Special Ed, EOC Algebra I Rate"
CNS00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Former Special Ed, EOC Biology Rate"
CNS00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Former Special Ed, EOC English I Rate"
CNS00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Former Special Ed, EOC English II Rate"
CNS00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Former Special Ed, EOC US History Rate"
CDH00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Hispanic, EOC Algebra I Rate"
CDH00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Hispanic, EOC Biology Rate"
CDH00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Hispanic, EOC English I Rate"
CDH00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Hispanic, EOC English II Rate"
CDH00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Hispanic, EOC US History Rate"
CDM00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Male, EOC Algebra I Rate"
CDM00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Male, EOC Biology Rate"
CDM00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Male, EOC English I Rate"
CDM00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Male, EOC English II Rate"
CDM00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Male, EOC US History Rate"
CNM00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Mobile, EOC Algebra I Rate"
CNM00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Mobile, EOC Biology Rate"
CNM00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Mobile, EOC English I Rate"
CNM00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Mobile, EOC English II Rate"
CNM00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Mobile, EOC US History Rate"
CD400AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Pacific Islander, EOC Algebra I Rate"
CD400ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Pacific Islander, EOC Biology Rate"
CD400AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Pacific Islander, EOC English I Rate"
CD400AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Pacific Islander, EOC English II Rate"
CD400AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Pacific Islander, EOC US History Rate"
CDS00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Special Ed, EOC Algebra I Rate"
CDS00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Special Ed, EOC Biology Rate"
CDS00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Special Ed, EOC English I Rate"
CDS00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Special Ed, EOC English II Rate"
CDS00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Special Ed, EOC US History Rate"
CD200AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Two or More Races, EOC Algebra I Rate"
CD200ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Two or More Races, EOC Biology Rate"
CD200AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Two or More Races, EOC English I Rate"
CD200AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Two or More Races, EOC English II Rate"
CD200AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, Two or More Races, EOC US History Rate"
CDW00AA11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, White, EOC Algebra I Rate"
CDW00ABI1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, White, EOC Biology Rate"
CDW00AR11219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, White, EOC English I Rate"
CDW00AR21219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, White, EOC English II Rate"
CDW00AUS1219R,Numeric,8,"Campus 2019 Domain 1A: Meets Grade Level STD, White, EOC US History Rate"
